filename,threshold
disco.png, 0.950
motor.png, 0.97
ats.png, 0.975
spd.png, 0.90
swbd.png, 0.99
gen.png, 0.98
cb.png, 0.96
xfmr.png, 0.9425
ph.png, 0.93901367
dpl.png, 0.970313
lp.png, 0.97332031
lh.png, 0.978375
ll.png, 0.975
pp.png, 0.973125
pl.png, 0.9721875
dp.png, 0.98375
